molecule,basis,run_label,distance,mapper,ansatz,reps,optimizer,max_iter,seed,energy,reference_energy,reference_method,abs_error_hartree,abs_error_kcal_mol,within_chemical_accuracy,eval_count,success,error,error_type,num_qubits,num_terms,constant_energy,setup_hamiltonian_s,vqe_execution_s,total_experiment_s
LiH,sto-3g,dense_curve_config_search_sto3g,2.7821969696969697,jw,efficient_su2,2,cobyla,100,137,-7.598757636828736,-7.743997200286955,CASCI,0.14523956345821887,91.13913322610347,False,100,True,,,6,62,-6.945037935279822,0.17186782900535036,0.887386629008688,1.0703412700095214
LiH,sto-3g,dense_curve_config_search_sto3g,2.7821969696969697,jw,efficient_su2,2,slsqp,100,137,-7.737324952493598,-7.743997200286955,CASCI,0.0066722477933574,4.186895540561909,False,3183,True,,,6,62,-6.945037935279825,0.1855990420008311,23.477558417987893,23.674481815003674
LiH,sto-3g,dense_curve_config_search_sto3g,2.7821969696969697,jw,efficient_su2,2,spsa,100,137,-7.609405378599221,-7.743997200286955,CASCI,0.1345918216877342,84.45757943544841,False,200,True,,,6,62,-6.94503793527982,0.2868767649924848,1.4494491819932591,1.7508508500031894
LiH,sto-3g,dense_curve_config_search_sto3g,2.7821969696969697,jw,uccsd,1,cobyla,100,137,-7.685706911376604,-7.743997200286955,CASCI,0.05829028891035115,36.57768090384554,False,100,True,,,6,62,-6.9450379352798235,0.18935313601105008,3.8074725810001837,4.12125254899729
LiH,sto-3g,dense_curve_config_search_sto3g,2.7821969696969697,jw,uccsd,1,slsqp,100,137,-7.743239555405603,-7.743997200286955,CASCI,0.0007576448813519931,0.47542898185230786,True,231,True,,,6,62,-6.9450379352798235,0.17353730300965253,8.424323817002005,8.723221690001083
LiH,sto-3g,dense_curve_config_search_sto3g,2.7821969696969697,jw,uccsd,1,spsa,100,137,-7.682061731217063,-7.743997200286955,CASCI,0.061935469069892335,38.86506426057907,False,200,True,,,6,62,-6.94503793527982,0.16902937399572693,8.803494513005717,10.788832033998915
LiH,sto-3g,dense_curve_config_search_sto3g,2.7821969696969697,jw,puccsd,1,cobyla,100,137,-7.74399487000526,-7.743997200286955,CASCI,2.330281695606118e-06,0.0014622727365280995,True,100,True,,,6,62,-6.9450379352798235,0.17795959800423589,3.2524374579952564,3.5533670490112854
LiH,sto-3g,dense_curve_config_search_sto3g,2.7821969696969697,jw,puccsd,1,slsqp,100,137,-7.743997190318242,-7.743997200286955,CASCI,9.968712966212934e-09,6.255457104715312e-06,True,71,True,,,6,62,-6.945037935279825,0.2114567940006964,2.155964279998443,2.493514649991994
LiH,sto-3g,dense_curve_config_search_sto3g,2.7821969696969697,jw,puccsd,1,spsa,100,137,-7.741500949094752,-7.743997200286955,CASCI,0.0024962511922028696,1.5664200893680305,False,200,True,,,6,62,-6.94503793527982,0.17300774199247826,7.287365197000327,7.574783759002457
LiH,sto-3g,dense_curve_config_search_sto3g,3.3156565656565657,jw,real_amplitudes,1,cobyla,100,137,-7.71440586785215,-7.718250511733194,CASCI,0.0038446438810435524,2.4125486371497584,False,100,True,,,6,62,-6.975705981760723,0.17760505400656257,0.7810267220047535,0.965244986990001
